amp,std
0.0,0.0
9.49473571028346e-7,1.4029125768989253e-8
2.7614059322908845e-6,4.9181481540502225e-8
4.857457323990276e-6,9.608305399740166e-8
6.797471063056115e-6,1.4362683011611632e-7
8.710127213550342e-6,1.9831745104819036e-7
1.0359448099195243e-5,2.5317263316177954e-7
1.1912207774038252e-5,3.1504771938768835e-7
1.3287937477558463e-5,3.71029495144416e-7
1.4505950794197629e-5,4.263512094515748e-7
1.5626950122433443e-5,4.798445194838732e-7
1.6704706049748247e-5,5.460682655555091e-7
1.749916332254753e-5,5.897183915743088e-7
1.826731449962686e-5,6.341935698267768e-7
1.8954896300746366e-5,6.795392285481339e-7
1.9542711711546773e-5,7.170061273360613e-7
2.0203045826587272e-5,7.66651600160276e-7
2.078335378273909e-5,8.099481774103447e-7
2.127126292630519e-5,8.478474418132141e-7
2.181641996506243e-5,8.908903028744311e-7
2.218700641729319e-5,9.189433947239083e-7
