amp,std
0.0,0.0
9.209598502287172e-7,1.3543867058813848e-8
2.7762358664989173e-6,4.81358689682749e-8
4.889880017399389e-6,9.620141694399588e-8
6.915440084046933e-6,1.5060536417629896e-7
8.894807816225025e-6,2.081722315294373e-7
1.054361862341387e-5,2.5968930792656997e-7
1.2130143418276743e-5,3.207978776049105e-7
1.3441488378013e-5,3.7933330227081227e-7
1.475866450330903e-5,4.4047474364000425e-7
1.5901687591545508e-5,4.947178973610438e-7
1.6951762350109866e-5,5.512853812892673e-7
1.773868710314594e-5,5.903058631559699e-7
1.8600348316697996e-5,6.383741774156197e-7
1.9301065283446794e-5,6.836321949789432e-7
1.995978520998515e-5,7.324860596881514e-7
2.0582009666404027e-5,7.749752126372531e-7
2.1213424740192146e-5,8.309942360543923e-7
2.1701874330710833e-5,8.779262074892951e-7
2.22375289944619e-5,9.210778163382158e-7
2.267404955917153e-5,9.603740173325807e-7
