amp,std
0.0,0.0
7.748609463210294e-7,1.1857706811516032e-8
2.1478199700560357e-6,3.899953350288773e-8
3.5379696283628094e-6,7.231175971812077e-8
4.79913568039522e-6,1.0672720023900681e-7
5.9218128120073905e-6,1.4130573695709236e-7
6.8333210667016264e-6,1.7206309996261386e-7
7.597638354972036e-6,2.0455150839212748e-7
8.281069612702204e-6,2.3496846657475893e-7
8.837300783502008e-6,2.61631480296681e-7
9.348528955510353e-6,2.878295375341537e-7
9.765278128095003e-6,3.1050296246841576e-7
1.0189956146709178e-5,3.3680740133299587e-7
1.0582451723643071e-5,3.6190114122337835e-7
1.0914728696621135e-5,3.845298571981663e-7
1.1207999398862911e-5,4.0593135642245157e-7
1.1468764467315666e-5,4.276547086719032e-7
1.1699088243482433e-5,4.466120708260243e-7
1.1889845833055468e-5,4.6195110160781073e-7
1.2097706080935844e-5,4.841772483477191e-7
1.227287815495653e-5,5.036998629136239e-7
