amp
0.0
1.02893247224948e-6
3.157719524944819e-6
5.700342377416675e-6
8.302746413500822e-6
1.0872630491751165e-5
1.3326551029769782e-5
1.565082919415178e-5
1.7826534602465878e-5
1.985973068783117e-5
2.175114575819661e-5
2.3511546980424058e-5
2.514752226862383e-5
2.666990226629966e-5
2.8086410421585218e-5
2.940657828981522e-5
3.0637655892183154e-5
3.178762888782929e-5
3.286280580068342e-5
3.3869747338384926e-5
3.481377282391386e-5
