amp,std
0.0,0.0
1.043714358359406e-6,4.717853370830208e-9
3.2319265625803784e-6,1.769914156843271e-8
5.890488839169098e-6,3.6044358832543135e-8
8.632812598477627e-6,5.761782773066948e-8
1.1377341136937295e-5,8.240331875236335e-8
1.4023380849140484e-5,1.0913179443450646e-7
1.6565914474673186e-5,1.375481954363867e-7
1.8988020719144813e-5,1.6826428155095292e-7
2.1198917053162564e-5,1.9830822011612624e-7
2.3345157211378787e-5,2.3049592312593343e-7
2.5326543481458667e-5,2.616253753696449e-7
2.7185385299265717e-5,2.936571291502835e-7
2.888461912405243e-5,3.235596112049169e-7
3.049015798940695e-5,3.546019681208953e-7
3.199505973440829e-5,3.856302012961253e-7
3.339448271478922e-5,4.1544131014020863e-7
3.467691502632409e-5,4.445001333683685e-7
3.594778082003606e-5,4.7547628293871466e-7
3.711958619515332e-5,5.044483579965397e-7
3.8269226180371066e-5,5.34619959329438e-7
