amp,std
0.0,0.0
1.0197393670068194e-6,1.4689993675515145e-8
3.2092767048566287e-6,5.4591059082823766e-8
5.904350659473507e-6,1.1412437376606111e-7
8.6839302655214e-6,1.8612753110886388e-7
1.159361302683366e-5,2.6726400635463983e-7
1.4188945262350846e-5,3.445833204816119e-7
1.6824695411379035e-5,4.414795073863275e-7
1.9119282781442188e-5,5.379720800573697e-7
2.151870552944545e-5,6.425441975350403e-7
2.3697424414336304e-5,7.394371326470354e-7
2.5777874881258863e-5,8.452857676550929e-7
2.7416769580065526e-5,9.212621868579506e-7
2.9251190929507053e-5,1.017245133528948e-6
3.079204794469218e-5,1.1096151051002135e-6
3.2278030821709346e-5,1.2128602592927083e-6
3.371418389568063e-5,1.304163338812803e-6
3.519087630855413e-5,1.4242102844047427e-6
3.636917642133582e-5,1.5281457788743623e-6
3.768343682261013e-5,1.6269011000345825e-6
3.877657684657577e-5,1.7169442050529306e-6
