amp,std
0.0,0.0
1.0392235252529713e-6,1.4944401573873114e-8
3.2513111630677436e-6,5.651386656319042e-8
5.941559900265857e-6,1.1475595228993751e-7
8.770178073503074e-6,1.861429526284738e-7
1.1334547587878416e-5,2.5573622056441864e-7
1.3983437576031637e-5,3.415157714395378e-7
1.641910808369301e-5,4.234490759555872e-7
1.881516071212463e-5,5.14105062829287e-7
2.1025030559859405e-5,6.068113278240153e-7
2.3001057795529873e-5,6.935978220249581e-7
2.477370369997187e-5,7.796213058930042e-7
2.6720062595991993e-5,8.813393985533883e-7
2.8619677458950234e-5,1.0047711290902777e-6
3.0206485578594977e-5,1.0944368610082656e-6
3.1746506691355306e-5,1.1856333038617052e-6
3.3145248552449004e-5,1.2873551104821948e-6
3.4562600892120125e-5,1.3833202907930529e-6
3.5868914947182745e-5,1.5031846439150227e-6
3.7081224877025366e-5,1.5861616984928685e-6
3.804453311556155e-5,1.6755613255055972e-6
