amp
0.0
2.9447606392102364e-7
5.073407031812542e-7
5.992093515944862e-7
6.418198723748889e-7
6.637973767676593e-7
6.760479264465633e-7
6.833677822458732e-7
6.879194904113012e-7
6.90810646556144e-7
6.928400073425659e-7
6.941774262269263e-7
6.951568120452599e-7
6.958508125427938e-7
6.963711332299839e-7
6.967620356220614e-7
6.97049552358321e-7
6.972779650888058e-7
6.974530741358116e-7
6.975923433939944e-7
6.976999106265991e-7
