amp
0.0
1.50750407961638e-6
5.689295214709162e-6
1.235349810442652e-5
2.0878067533741568e-5
3.109065663081547e-5
4.255412362687035e-5
5.5102932952389024e-5
6.844349408478447e-5
8.234020960168849e-5
9.674701736589353e-5
0.00011136357651181422
0.00012627573443653402
0.00014129144742520717
0.00015653806612442008
0.00017155145985957814
0.00018643294302704054
0.00020153680243305806
0.00021625919086709487
0.0002309069503747417
0.0002453912124469624
