amp
0.0
9.819065583008004e-7
2.9531954589770197e-6
5.221656803341427e-6
7.462716095432879e-6
9.602900531292979e-6
1.1585579802732117e-5
1.3412011037344776e-5
1.507943260964228e-5
1.6602360681944047e-5
1.799005734433696e-5
1.9257329646805596e-5
2.041484493314381e-5
2.147496111116471e-5
2.24470580825321e-5
2.334087356912674e-5
2.416404655471046e-5
2.4924120732419563e-5
2.562715857220504e-5
2.6278994540065277e-5
2.6884407466919437e-5
