amp
0.0
2.9462694777375817e-7
5.068229835045569e-7
5.977853436323544e-7
6.409903136744653e-7
6.631951837057911e-7
6.75488730971556e-7
6.828023922898707e-7
6.873640263111597e-7
6.902822585404517e-7
6.923071643316762e-7
6.936386273677757e-7
6.946019224370238e-7
6.953029979761579e-7
6.958261789248958e-7
6.962126636628446e-7
6.965027489284932e-7
6.96730418490681e-7
6.969046399091958e-7
6.970478090417638e-7
6.971557470710512e-7
