amp,std
0.0,0.0
8.601728667401134e-7,1.2818611911556904e-8
2.5324108263337346e-6,4.444228597055167e-8
4.363568803306822e-6,8.677913460430182e-8
6.0584506727774715e-6,1.3319048970323994e-7
7.664811517946244e-6,1.809295496041799e-7
8.964300998901372e-6,2.2250296367033713e-7
1.0188286016452535e-5,2.707498748109642e-7
1.1179692074426199e-5,3.162985949914377e-7
1.2160806649537944e-5,3.632004192356769e-7
1.2997753511119187e-5,4.040927905172245e-7
1.3756056544645726e-5,4.4597841052143664e-7
1.4313283634029795e-5,4.7443980380620504e-7
1.4919764876311531e-5,5.09222451447191e-7
1.5407286364621465e-5,5.417306491288111e-7
1.5861691637036982e-5,5.763746166096927e-7
1.6287731349721738e-5,6.063280651196658e-7
1.6718632842000203e-5,6.459798968830447e-7
1.7048351047535096e-5,6.788059549248297e-7
1.740783767172446e-5,7.08577518019364e-7
1.7698910136050498e-5,7.357512683496296e-7
