amp,std
0.0,0.0
2.2207600764521477e-18,2.2890378329249127e-20
3.80484111886099e-18,5.089449404479806e-20
4.0236812898928184e-18,5.729715945036138e-20
4.059132150604857e-18,5.894779126073045e-20
4.066080740048887e-18,5.953483186055892e-20
4.068385278398288e-18,5.982726719185417e-20
4.0690689618414806e-18,5.998228509385462e-20
4.06933124896e-18,6.001819098590528e-20
4.069489722254037e-18,6.009677344378818e-20
4.069509958092588e-18,6.01004882271478e-20
4.069521985645042e-18,6.01071468850735e-20
4.0695254360782315e-18,6.010781321374639e-20
4.069531665998937e-18,6.011127309860455e-20
4.069533160139139e-18,6.011226226627191e-20
4.069533928510004e-18,6.011264265612733e-20
4.069534080246942e-18,6.011268542342287e-20
4.0695341893234435e-18,6.011271876730216e-20
4.069534239815131e-18,6.011273371358504e-20
4.069534287023645e-18,6.011275652064109e-20
4.069534300494562e-18,6.01127573143023e-20
