amp,std
0.0,0.0
5.644167402670215e-7,1.059382345924155e-9
1.268406296527426e-6,2.721210215136468e-9
1.799379280076825e-6,4.228567847361918e-9
2.1894910310873957e-6,5.518140623437384e-9
2.4844832004870327e-6,6.652052041068444e-9
2.7143941546954365e-6,7.665356718264698e-9
2.8969967538537676e-6,8.571179067081799e-9
3.0477412955279163e-6,9.417251140054954e-9
3.1713933462272446e-6,1.0184377812555273e-8
3.2766761934217236e-6,1.0888098117199159e-8
3.854976270448005e-6,2.297190737046264e-7
3.933019622676466e-6,2.3045836991155777e-7
3.999284825216861e-6,2.3100295954371532e-7
4.058444763986054e-6,2.3158402076470416e-7
4.48217607426818e-6,5.984502976305446e-7
4.531585709933455e-6,5.993156957205769e-7
4.648640180324973e-6,6.306317535496695e-7
4.701796479481624e-6,6.425872171875975e-7
4.740517119953564e-6,6.44216295855856e-7
4.7771610742700415e-6,6.47304532931023e-7
