amp,std
0.0,0.0
3.1070559183152224e-7,1.6819375197597276e-9
7.538029206973624e-7,4.781728478278856e-9
1.1150776872894076e-6,7.757593471405488e-9
1.3899781716906244e-6,1.0399171356586959e-8
1.597179927805155e-6,1.2719397505607086e-8
1.7593200200455969e-6,1.471314449129698e-8
1.8863814029383284e-6,1.6507300576281764e-8
1.987292171724338e-6,1.805723886155565e-8
2.073896257473563e-6,1.9574991451197043e-8
2.1449543658452603e-6,2.0915855094340776e-8
2.2045455050633344e-6,2.218367959488421e-8
2.2578108938815773e-6,2.3406181455406023e-8
2.302604049026988e-6,2.4433261587432326e-8
2.3399221968335387e-6,2.541029473392088e-8
2.372594739487121e-6,2.6301058859353614e-8
2.401794928791656e-6,2.708121301243355e-8
2.4276629546451377e-6,2.789949259565168e-8
2.4506561405812406e-6,2.8572565444839563e-8
2.4702586139890448e-6,2.9198476287514274e-8
2.490027404876839e-6,2.996806741350191e-8
