amp,std
0.0,0.0
3.1252637769790374e-7,1.7089434777448766e-9
7.535027376105523e-7,4.815368186712389e-9
1.114194643373773e-6,7.789412389018362e-9
1.3847484649305717e-6,1.0368641294966128e-8
1.5949624051397736e-6,1.271168004088265e-8
1.7580745387607507e-6,1.4739716989992363e-8
1.8825761976722428e-6,1.6507612495358632e-8
1.9862419054507643e-6,1.813434734675155e-8
2.071465130465222e-6,1.9583420196232876e-8
2.142162832875204e-6,2.09045447791328e-8
2.2013076923109987e-6,2.2093246219189532e-8
2.2497886978176473e-6,2.312110854288812e-8
2.292039348245158e-6,2.410000045918824e-8
2.3295344707348305e-6,2.5051905290632093e-8
2.36137454319169e-6,2.593352526284213e-8
2.391345730842985e-6,2.6801213132702407e-8
2.416976202444878e-6,2.752717067720825e-8
2.4395391686196947e-6,2.8247997535640586e-8
2.458913219108896e-6,2.8837270848513523e-8
2.4774718751789054e-6,2.9528593636531236e-8
