amplitudes
17.71886666666713
371.2519354166671
4006.005375194479
23498.460422144683
106348.66388565516
379688.8984847974
1.1818066668952073e6
3.1880411192217153e6
7.976118907280005e6
1.8081083925610248e7
3.857195930541308e7
7.6905319333397e7
1.4782816247188592e8
2.6822253114056665e8
4.74361415342955e8
8.079833346495116e8
1.344485805930573e9
2.1434600888573759e9
3.374952277158577e9
5.18722031555097e9
7.837934570633244e9
1.1645208110190855e10
1.6937059848551785e10
2.4336564677031338e10
