amplitudes
18.510577777778295
377.5651840277783
3948.843783805581
23593.045304372565
105746.7052276379
379501.7282673055
1.1616561522703199e6
3.221448588801208e6
7.927436406109282e6
1.811301325557441e7
3.82717945731934e7
7.696820347525385e7
1.4709529497910208e8
2.676328131179974e8
4.7191301081534517e8
8.041867207942189e8
1.330320010571126e9
2.145273860228219e9
3.3636608522280464e9
5.21378885556637e9
7.820730670827462e9
1.1601228320477915e10
1.698283458904184e10
2.4294369305867016e10
