amplitudes
17.700866666667142
374.4071541666671
3924.070255277807
22911.163324745077
105786.35164931655
382035.45751284907
1.1831228004922091e6
3.2021536228223667e6
7.983238645366835e6
1.7975241886668105e7
3.841928127759829e7
7.720078874491441e7
1.4754531466299474e8
2.682384521960954e8
4.721957828417795e8
8.08842743933285e8
1.3349890172323155e9
2.1453200411333234e9
3.3842995854979763e9
5.204739667798719e9
7.840665476915758e9
1.1580515721605549e10
1.6889086619388033e10
2.425713648349153e10
