amplitudes
18.589511111111616
386.38951736111164
3955.2889466944716
23396.843328956482
106767.17279116079
383839.2883608879
1.1887080566276861e6
3.2445195085980045e6
8.01274874365282e6
1.8159321836406693e7
3.859946128017607e7
7.674107248982528e7
1.4683359773969406e8
2.6825995920355022e8
4.7315051802105033e8
8.078017898865258e8
1.3323125742590156e9
2.1343107120508056e9
3.359136521408991e9
5.181371466006878e9
7.81342461894723e9
1.159314915458324e10
1.6937135809198208e10
2.431095588775484e10
