amplitudes
17.819111111111585
382.76436111111155
3939.312880444472
23305.369283165655
105561.04243581918
384937.9156560579
1.1895365758760343e6
3.2301280424539624e6
8.006462607603878e6
1.820442145801945e7
3.853465643696962e7
7.707056877828325e7
1.476376787029371e8
2.686459694239951e8
4.725752369544935e8
8.019940174959476e8
1.325024706787118e9
2.150160969921082e9
3.3894366741397524e9
5.199781487328475e9
7.826967529338577e9
1.1555158096128025e10
1.6912411152529566e10
2.426727176965383e10
