amp,std
0.0,0.0
3.064188923764144e-7,2.2902886719384477e-9
5.338614179383645e-7,4.4826206520676126e-9
6.35561326615196e-7,5.694728908409179e-9
6.868830737276956e-7,6.42623320520748e-9
7.146641001308168e-7,6.912244791641106e-9
7.310632669567686e-7,7.254138969716008e-9
7.415560356992094e-7,7.498466162497003e-9
7.485214324783548e-7,7.68955319305078e-9
7.532017877183894e-7,7.833706795654296e-9
7.569313694468183e-7,7.985887188178596e-9
7.693809433769452e-7,1.7973534320900447e-8
7.71390409144038e-7,1.8091100466587522e-8
7.72742917082684e-7,1.8139703810001746e-8
7.738886793238712e-7,1.820976414281983e-8
7.747031252383809e-7,1.8250538612309097e-8
7.754381149346124e-7,1.8296466369769242e-8
7.75978584680038e-7,1.8329582418878874e-8
7.764681492093217e-7,1.836769464238307e-8
7.768589077621691e-7,1.8399010397681358e-8
7.77146398313485e-7,1.841340893017968e-8
