amp,std
0.0,0.0
3.064396978804998e-7,7.212502791654019e-10
5.341869067686072e-7,1.414808010955583e-9
6.369900078753771e-7,1.8015343108497294e-9
6.877197264976381e-7,2.030941316483272e-9
7.154845116692059e-7,2.1846044189723595e-9
7.318604570443776e-7,2.291693041355569e-9
7.422812391959215e-7,2.371501035919707e-9
7.491599606941048e-7,2.431285286307652e-9
7.538150697305096e-7,2.4782164576779056e-9
7.571749067369469e-7,2.5159734135464583e-9
7.666582908341206e-7,5.158448977452617e-9
7.685138920324266e-7,5.1845388037942824e-9
7.699871232840221e-7,5.20967999613162e-9
7.710623781094701e-7,5.227120720307789e-9
7.779976709924919e-7,1.1288122916120408e-8
7.787130977877775e-7,1.1308718024049969e-8
7.793156661573637e-7,1.1330024728488515e-8
7.798473296867794e-7,1.136672303525769e-8
7.803064087474216e-7,1.1411403484037305e-8
7.808253839133063e-7,1.1503785726333728e-8
