amp
0.0
1.0533339521190622e-6
3.267991051678081e-6
5.978082586439823e-6
8.807014584965425e-6
1.1664152322731662e-5
1.4448866938459617e-5
1.7143467131306308e-5
1.9715561202108673e-5
2.2142555287662988e-5
2.445830544479646e-5
2.661732537957496e-5
2.8670400676098028e-5
3.0602881791423966e-5
3.2446766822884956e-5
3.415749400852446e-5
3.575980531501088e-5
3.7308398937690156e-5
3.874399287770524e-5
4.0108359888098485e-5
4.1394983398648514e-5
