amp,std
0.0,0.0
1.6534283142017907e-18,1.7352950209780117e-20
2.776311975608397e-18,3.757674832157617e-20
2.9151225843694902e-18,4.1627000574975993e-20
2.9376190485395156e-18,4.273700678802833e-20
2.9416141030424974e-18,4.3058361235604455e-20
2.942385358210624e-18,4.3134604028770475e-20
2.9426658004037448e-18,4.319063300735136e-20
2.9427471678983743e-18,4.320234350219335e-20
2.9427562721482433e-18,4.3213374875584194e-20
2.9427634278238467e-18,4.321495918053364e-20
2.9427667589712855e-18,4.32158687085231e-20
2.9427683106096782e-18,4.3216257231282754e-20
2.9427689455793954e-18,4.3216384860491986e-20
2.9427692403439206e-18,4.3216471602965384e-20
2.9427693780837817e-18,4.32165057597169e-20
2.9427694325120044e-18,4.3216523619129644e-20
2.942769487952256e-18,4.321654696911171e-20
2.942769524188997e-18,4.3216567843994274e-20
2.94276952164556e-18,4.3216575388191965e-20
2.942769528174415e-18,4.321657568902009e-20
