amp,std
0.0,0.0
3.0834276382156195e-18,3.1188693178857133e-20
5.584575834732836e-18,7.337189447930607e-20
5.988927659806683e-18,8.439991350373586e-20
6.0641291489797705e-18,8.756092038033383e-20
6.0826884751280656e-18,8.887583196326592e-20
6.088127685375675e-18,8.950700606539432e-20
6.0902495099284075e-18,8.991664619522204e-20
6.090862837554341e-18,9.004292874688684e-20
6.091106597517025e-18,9.010018806513331e-20
6.091268846588894e-18,9.016562231772163e-20
6.091300948890604e-18,9.017136401398663e-20
6.0913056738966186e-18,9.017705501983856e-20
6.0913228138167936e-18,9.018382265330905e-20
6.091326914317711e-18,9.018490752517054e-20
6.09132891027869e-18,9.018534242592146e-20
6.091329990262421e-18,9.018553659938616e-20
6.0913307288696104e-18,9.018584758852075e-20
6.091331496357314e-18,9.018610123310333e-20
6.0913315743621644e-18,9.018634844795797e-20
6.091331723040477e-18,9.01863550726267e-20
