amp,std
0.0,0.0
0.01777610596707821,0.001174249206490803
0.10178476693110215,0.008694973602272706
0.26959251455873845,0.023426809580359795
0.5564060848627909,0.05272745711955541
0.9351609720338567,0.0920842839664988
1.3731384876674602,0.12949923344251998
1.8916367642355612,0.17728594051203672
2.452462980143056,0.24442306298789407
3.046277684479457,0.30618327680849505
3.7096158693291414,0.39012694392015346
4.5639552360326325,0.4997143235415161
5.501616774795139,0.6372097357275355
6.380665413431024,0.7300272956064815
7.318912472235304,0.8443233676854633
8.929997511605436,1.1543995757605359
9.800005540555203,1.2645060297320891
11.34854963333256,1.5504272092491704
12.688061903202163,1.7284962985238042
14.434417871142285,2.1883584158222646
15.821250705758676,2.230264127681854
