amp,std
0.0,0.0
1.0295055461017624e-6,1.4800553973540921e-9
3.1574644916687663e-6,5.506582840463052e-9
5.705167665398894e-6,1.1127239577686116e-8
8.308765075609253e-6,1.7661063118916698e-8
1.0882255324457706e-5,2.5068158002764822e-8
1.334022831802001e-5,3.2949314823128056e-8
1.5656800399209585e-5,4.1305698423336005e-8
1.7837603950877172e-5,4.9913135342220374e-8
1.9874150824716594e-5,5.8718420474528264e-8
2.175754730663081e-5,6.760721364889246e-8
2.3531147120515557e-5,7.657474974787317e-8
2.517042330058262e-5,8.550050952091749e-8
2.6701610844721732e-5,9.455881642380272e-8
2.8106736113417324e-5,1.0317113484852684e-7
2.941993552046855e-5,1.1180442776391126e-7
3.066901422368048e-5,1.2061933372190272e-7
3.1818700846872296e-5,1.291522743479687e-7
3.288782099304789e-5,1.3754605441257926e-7
3.390808735618364e-5,1.4622623342867827e-7
3.484982323258931e-5,1.54311725975977e-7
