Dl = 0
0.0
2.080659879198663e-14
1.006873026059548e-13
2.4355163316910793e-13
4.300759496291117e-13
6.365275589287689e-13
8.585745029038765e-13
1.0986578464144124e-12
1.3265347021801245e-12
1.5515238379854995e-12
1.755873487925779e-12
1.955706393984604e-12
2.1538193863608025e-12
2.33932524898648e-12
2.5194279059569774e-12
2.687034023456699e-12
2.8426905085631544e-12
2.984721358698951e-12
3.128844594220827e-12
3.2561791577575012e-12
3.39118792469575e-12
