amp,std
0.0,0.0
5.481310062757108e-7,1.0353212578559753e-8
1.2615265502758846e-6,2.729175600573254e-8
1.7749918883648602e-6,4.184858520432806e-8
2.1516273074817016e-6,5.437040228899176e-8
2.4422693544062005e-6,6.516764500017258e-8
2.667618815508842e-6,7.453090618407827e-8
2.852158464824399e-6,8.376915795959431e-8
3.0028196002766103e-6,9.260063521498377e-8
3.1301100576546886e-6,9.973229491995999e-8
3.2168522803113856e-6,1.0467848274995636e-7
3.3040796303046725e-6,1.1055950823841883e-7
3.3812395227661556e-6,1.1508860821436805e-7
3.440549342200779e-6,1.1901688988941893e-7
3.4926800106094874e-6,1.2288564128724838e-7
3.546976009281285e-6,1.2814985525030533e-7
3.590311278867666e-6,1.3182711018680013e-7
3.6391727568401403e-6,1.3796973550676033e-7
3.6893964456875776e-6,1.4799561055685067e-7
3.7203980886779074e-6,1.510359630110899e-7
3.756138226510312e-6,1.5462505417537588e-7
