amp,std
0.0,0.0
1.5171674897119334,0.03985704127589075
78.29657862252441,2.1563621987916886
2047.1715046888962,50.00633497019009
22139.18513278041,468.3369551811705
181791.6035485974,3492.2134727084017
1.0031054893402915e6,18339.0378717591
4.711059726807683e6,83214.20000470702
1.795278403395315e7,315287.9344023094
5.942908052858393e7,1.0374644482303075e6
1.7488928664318955e8,3.035571385588387e6
4.913501002175658e8,8.513811634170838e6
1.2481249291511548e9,2.1828180807546116e7
2.920996874255968e9,5.19966829516046e7
6.440897529956316e9,1.1730540378220299e8
1.3653461453605482e10,2.505434865562607e8
2.7593564885437992e10,5.147783587482364e8
5.4354272616590645e10,1.0374411591826355e9
1.0290997979429872e11,1.9589777505234437e9
1.8824035654110382e11,3.6442753684362497e9
3.321407821979929e11,4.0212762662648797e9
