n_confs,amp,std
0.0,0.0,0.0
8.0,17.70488888888887,0.43341293756784177
81.0,355.3444888888889,7.455575891343418
367.0,4023.645506222223,72.99489785847555
1125.0,24113.800612469397,388.10929953810205
2853.0,114829.14881883675,1686.014568967101
6252.0,421461.69281519996,5697.412980552463
12494.0,1.3425330432027767e6,17088.611473362158
23058.0,3.595533116591691e6,43916.067687717725
40222.0,8.871737972285498e6,104361.2770294245
66675.0,2.018948372970309e7,228751.61442519532
106341.0,4.263873007174891e7,476385.5175035695
163647.0,8.54585126579077e7,930060.0393436146
244811.0,1.6334124695368865e8,1.7528758806084679e6
356622.0,2.991087665645335e8,3.15729372753288e6
508348.0,5.246429297534843e8,5.466465926737426e6
709860.0,8.961510641268696e8,9.203082935654037e6
974340.0,1.48096922514224e9,1.506044001683427e7
1.315557e6,2.3641375330711575e9,2.4020869589223064e7
1.751579e6,3.7216816981255183e9,3.7583042864726685e7
2.300985e6,5.718320187044196e9,5.737237782904123e7
