amp,std
0.0,0.0
3.3191726248352614e-18,3.344977048811487e-20
6.100757618553233e-18,7.97002432903536e-20
6.578097224003573e-18,9.280928547461656e-20
6.673640299228453e-18,9.689362272490796e-20
6.69598969460416e-18,9.838466862622296e-20
6.701990107101211e-18,9.89609671196322e-20
6.704835193941734e-18,9.947433881876138e-20
6.70582999240952e-18,9.972851337232856e-20
6.7062974093001e-18,9.982700134448733e-20
6.70691002082037e-18,1.0013082911855696e-19
6.706965571788614e-18,1.0014020600204061e-19
6.7070047093187784e-18,1.0014822869924351e-19
6.707018548332251e-18,1.0015099585197944e-19
6.707029474464813e-18,1.0015431654652284e-19
6.707036677176853e-18,1.0015846069306049e-19
6.707039420456875e-18,1.0015976646497441e-19
6.7070407449599195e-18,1.0016013157441519e-19
6.7070415937145166e-18,1.0016050203275224e-19
6.7070419238109665e-18,1.001605843982037e-19
6.707042252964289e-18,1.001605987260334e-19
