amp
0.0
1.06224544521583e-6
3.3111572827025626e-6
6.07999555069088e-6
9.001778506525447e-6
1.1975783118018198e-5
1.489765764534271e-5
1.7741098898578094e-5
2.0470340357442156e-5
2.3081471669251706e-5
2.5563826413762034e-5
2.7921588773778978e-5
3.0154219694386445e-5
3.226861556523474e-5
3.4268282482354576e-5
3.616061707993349e-5
3.7950526224678355e-5
3.964500832528378e-5
4.1249201040479475e-5
4.2769381337425826e-5
4.4210415604310087e-5
