amp,std
0.0,0.0
18.059215555555518,0.09826313991997744
353.72338993055547,1.676491241109503
4026.3495280638886,16.532582942190984
24443.731484981126,88.17941430654187
115552.75552194435,378.0496875558066
418178.460746101,1269.5212871730996
1.3160132560273572e6,3775.1336205678463
3.5876341856572367e6,9828.713151313923
8.881459916579276e6,23391.203423381325
2.0162070760379378e7,51387.20313938017
4.2991042529414445e7,106703.98095923764
8.589654994436169e7,208495.68935977208
1.6415801379059437e8,390790.53151594655
2.9941550618939507e8,702247.6350147633
5.2733636827399325e8,1.2233185835788231e6
8.944325719842815e8,2.0586092372210333e6
1.4797651997358985e9,3.3679095087070838e6
2.3743497635932875e9,5.37895345608188e6
3.7299834965653095e9,8.399743133503444e6
5.722448582577431e9,1.2846427929923614e7
