amp,std
0.0,0.0
18.11450666666663,0.09844384743526453
348.9177479166666,1.6544469710729635
4033.4364905833327,16.551223966204404
24491.386138262475,88.482120681307
114923.98166583794,376.7595073705206
419743.6335027672,1275.042327419102
1.318123910219044e6,3773.9057727779236
3.580340456728699e6,9791.52837713054
8.911916883639755e6,23429.106770422266
2.0188873154670984e7,51432.959311982384
4.302409762950419e7,106666.73303200598
8.608618995307043e7,208745.8842601636
1.6485091850219446e8,392312.5250581149
3.0064024634513223e8,704722.7493196204
5.2921721508824843e8,1.2245733672597776e6
8.962646006371737e8,2.0543479627914336e6
1.480408284050941e9,3.365209575694817e6
2.3765966373258367e9,5.373930721141213e6
3.7249082748027287e9,8.396682952020543e6
5.722226574906925e9,1.2836182711444184e7
