amp
0.0
6.016673056362705e-7
1.585625319350131e-6
2.49929508305862e-6
3.2556070328458597e-6
3.877464369353123e-6
4.38634459009039e-6
4.807868090426217e-6
5.159457130776377e-6
5.4562356924065435e-6
5.708753509885141e-6
5.925755077709126e-6
6.113583179479954e-6
6.277480798824181e-6
6.421384641087785e-6
6.548575346864309e-6
6.661588164143575e-6
6.76255875764369e-6
6.853177481798327e-6
6.934883932392025e-6
7.008840565723439e-6
