amp,std
0.0,0.0
0.761332305099367,0.011175303463082093
2.878560780579847,0.04855604190697718
6.401169107314095,0.11595402797853326
11.394957773772664,0.21754785418458344
17.663897705548063,0.3525854951272745
24.992697722755114,0.5274242662123797
33.589187312053426,0.7654937065270206
43.385899596734,1.0264880589293424
54.342070890201036,1.358379764034815
66.30122370168289,1.7099995845609959
80.37648504391261,2.1576741532547654
95.6447758158647,2.711835214002593
111.27391421371664,3.2185323497932457
128.0057043830649,3.858790616982915
146.43750401774537,4.702016912721542
164.6111614803497,5.293800508723262
186.03975263964358,6.3474450733234065
207.9499851315284,7.251003008827146
230.64281528537472,8.141735385174226
253.76372130995995,9.127500096551465
