amp
0.0
2.9717944142587043e-7
5.133972703226409e-7
6.075686186671535e-7
6.51665181401078e-7
6.746241284472711e-7
6.875365935369726e-7
6.95317096104387e-7
7.001934193476126e-7
7.03313921160502e-7
7.055185047099515e-7
7.069809887353898e-7
7.080578444046245e-7
7.088253104556322e-7
7.094035720729613e-7
7.098399602181297e-7
7.101624438563936e-7
7.104196774815972e-7
7.106176376773883e-7
7.107756552078475e-7
7.108981356030994e-7
