amp,std
0.0,0.0
1.048393368277256e-6,1.5113839203315317e-8
3.3938713736707273e-6,5.746157739328779e-8
6.1696609000700696e-6,1.1908840141566486e-7
9.110875537240785e-6,1.919334247055329e-7
1.2183717068514072e-5,2.820521307205609e-7
1.4997383403972532e-5,3.6870816867415966e-7
1.7782449136474804e-5,4.69871583918373e-7
2.040949797206405e-5,5.68728528790834e-7
2.3091944729010855e-5,6.743863750369305e-7
2.5570221963335194e-5,7.918623372998846e-7
2.7784067983802402e-5,8.998921274256604e-7
3.0207812667568992e-5,1.0358603472988162e-6
3.247229628126183e-5,1.1777112533688744e-6
3.4605006973558434e-5,1.3053710154459944e-6
3.6445782071215454e-5,1.4414043031685626e-6
3.827710065408078e-5,1.5765331929450791e-6
4.024901764157338e-5,1.730231735758136e-6
4.174400596153367e-5,1.8348075762534436e-6
4.327500222876162e-5,1.972203334538436e-6
4.464178425854662e-5,2.0737007522832143e-6
