amp,std
0.0,0.0
1.5440333333333327,0.0405462878703125
76.47780709635414,2.1260688652797026
2089.1024697999333,49.51266115964562
22325.04375813712,472.8308233204297
175619.8346223666,3406.581871527576
1.0095039672435751e6,18532.739195950435
4.684105399713013e6,81554.30859120698
1.76019423860301e7,310165.1400885723
5.974209454822475e7,1.0437153792322028e6
1.7945276216441786e8,3.1154747200867925e6
4.960666152118954e8,8.621752526317522e6
1.2442721378606076e9,2.1822573865604084e7
2.895939300885928e9,5.1274856559057415e7
6.472990182018729e9,1.1613972927721564e8
1.3785266632013329e10,2.5199838980420685e8
2.7824643746005676e10,5.1709996829718316e8
5.463722921033864e10,1.0383864808710847e9
1.0230751034237021e11,1.984350871953228e9
1.86341738598039e11,3.644334647779065e9
3.294943583348778e11,4.0185179578307104e9
