amp,std
0.0,0.0
18.05431111111109,0.3107842962247676
351.12228611111107,5.224371212290528
4085.497089000002,52.714450603795996
24489.79982080272,278.31045822327997
115525.7302459456,1193.9813743262816
420827.19762184145,4025.8477850449367
1.3274730787759773e6,11997.0256124457
3.577223441391394e6,30966.576122452563
8.916488059455736e6,74333.53505211792
2.021950253074263e7,162426.76480442932
4.3164537202687e7,338255.8568248773
8.670481864949691e7,662589.8898040773
1.6431880878521243e8,1.234007297409766e6
2.9903833682635653e8,2.2234097956281663e6
5.2623493548164815e8,3.883333698078877e6
8.915228847921202e8,6.500878459578655e6
1.4791072259809973e9,1.0692010031632476e7
2.3752036873486347e9,1.6999212738026865e7
3.725475933770995e9,2.6430893642466318e7
5.7475155237861805e9,4.0515039151515886e7
