amp
0.0
7.774714631323831e-7
2.169141688778717e-6
3.5805236168707126e-6
4.831344654032732e-6
5.9177788373651065e-6
6.846420878788833e-6
7.643863825189753e-6
8.329067035682297e-6
8.922267992799287e-6
9.43797036770021e-6
9.8895193399883e-6
1.0286783489245139e-5
1.063848231852146e-5
1.095125833088017e-5
1.1230915119432834e-5
1.148198797108994e-5
1.1708436374748833e-5
1.1913421904630689e-5
1.2099714070879814e-5
1.2269565069908261e-5
