amp
0.0
17.944444444444443
351.8194444444444
4036.8149999999996
24514.613469387754
115535.07908163263
418965.4302721089
1.3175296938936883e6
3.5862436553176707e6
8.913799667163838e6
2.0217887709183518e7
4.3060217783452004e7
8.60905696757352e7
1.6435736076285446e8
2.9957659964757115e8
5.271053418785651e8
8.951935281928205e8
1.4785452950366807e9
2.3747865199238143e9
3.729221504406787e9
5.725292596913407e9
