amp
0.0
1.0620050019770874e-6
3.303497308697258e-6
6.061590063087587e-6
8.999619039582236e-6
1.1978712312310742e-5
1.4897776094253203e-5
1.774508008072013e-5
2.047611885820451e-5
2.3084148369280425e-5
2.5585351135205662e-5
2.792011054546722e-5
3.0145844125032535e-5
3.226025992505504e-5
3.4287873970120204e-5
3.617530419322106e-5
3.7958806356387936e-5
3.967309792061771e-5
4.128453479049258e-5
4.282870676060255e-5
4.4275308598882266e-5
