amp,std
0.0,0.0
1.0058908210283356e-6,1.4531533518553511e-8
3.145054060071834e-6,5.3639775018118684e-8
5.745862582969072e-6,1.1134012994505964e-7
8.395401316640357e-6,1.8036388617392847e-7
1.1135823949118795e-5,2.5730074619467116e-7
1.3550415125969562e-5,3.2980484274905727e-7
1.5977966346244652e-5,4.197419084733558e-7
1.807062608401475e-5,5.086367841188438e-7
2.024176698392033e-5,6.042996111822233e-7
2.219593124972762e-5,6.92214374198709e-7
2.4047595228728142e-5,7.873992563333629e-7
2.5492346698330468e-5,8.551954125932046e-7
2.7101630840798643e-5,9.403863065948619e-7
2.8444571738027718e-5,1.0219989651973494e-6
2.9732755168146826e-5,1.11258506336183e-6
3.0971777518656086e-5,1.192425777211763e-6
3.2241849524166344e-5,1.2973513725533214e-6
3.324881828386482e-5,1.387585716290556e-6
3.436805268094563e-5,1.4728121186891075e-6
3.5294869510984316e-5,1.5504285884443357e-6
