amp,std
0.0,0.0
1.0895430147744167e-6,1.544293591479413e-9
3.447906232479591e-6,5.919493752783738e-9
6.4499468038237475e-6,1.23909374927693e-8
9.759077791262334e-6,2.0450488140815665e-8
1.3265005539750183e-5,3.0154920062100335e-8
1.6881861844762843e-5,4.127996567452622e-8
2.0572502819839146e-5,5.377611760994913e-8
2.4329030303662297e-5,6.769729107742225e-8
2.81260704990958e-5,8.302417099334077e-8
3.187504416962915e-5,9.910255259634533e-8
4.524354284319814e-5,9.688997997502689e-6
4.904251313858122e-5,9.730483600184656e-6
5.282795651833554e-5,9.750820706864225e-6
5.6554358106493766e-5,9.771114679347436e-6
8.265755310174957e-5,3.1977024678556896e-5
8.654600696126859e-5,3.209175151779349e-5
9.362571747278325e-5,3.4645406857671934e-5
9.926259238078825e-5,3.625220901597277e-5
0.00010433295834454384,3.724497815807042e-5
0.00011474977244694519,4.1011906592517574e-5
