amp,std
0.0,0.0
-0.10485382050729164,0.002753563268715747
-0.8028802440223425,0.03057521684246474
-2.458298221381659,0.10582808801093414
-5.304009967487101,0.2423609098440771
-9.411178559094155,0.43544252894402535
-15.737276478532879,0.8258124105470364
-23.95421027337403,1.3223534386473632
-36.73687253296552,2.2444289427435478
-53.45126851997952,3.8905306582666377
-69.69765178289327,5.086021095122618
-87.87746586237309,6.310592607045124
-113.39404791406119,8.626742359642154
-141.55600497789186,10.574784392169462
-176.44756775223055,13.77162001902811
-210.33755785849183,16.091319784567744
-255.64758222274656,20.79671737729247
-302.0690261124922,25.76016757466244
-346.34355389850293,29.177581004845596
-405.6956510655776,34.585541834645774
-464.95813861734655,35.31257235102504
