amp,std
0.0,0.0
3.1594513276947664e-7,5.443096165618811e-9
7.602235316523986e-7,1.4985703438101832e-8
1.1216625273450578e-6,2.5007352883149307e-8
1.3857615821719135e-6,3.365461007112756e-8
1.5877321336145324e-6,4.075363093898325e-8
1.747169345439717e-6,4.7033120455191e-8
1.8767631550302285e-6,5.282662276185085e-8
1.980329112024955e-6,5.758575289749775e-8
2.0664900008002515e-6,6.237547916934231e-8
2.137965805309464e-6,6.61818122054954e-8
2.1954800101968967e-6,6.993186664394356e-8
2.2456232270338485e-6,7.337200209156996e-8
2.2881617285665008e-6,7.613037947555272e-8
2.327727393194614e-6,7.909515482238808e-8
2.3656181817799175e-6,8.215190641205588e-8
2.3935799661055875e-6,8.452410269693014e-8
2.4192131030117833e-6,8.70413503243161e-8
2.4443956349326323e-6,8.950092260160382e-8
2.4641419983853525e-6,9.14597898500509e-8
2.4805841781382887e-6,9.31653338212526e-8
