amp,std
0.0,0.0
2.6216633204493914e-18,2.672465817103861e-20
4.6396152111090205e-18,6.126938024049954e-20
4.9388135940763674e-18,6.986132321133036e-20
4.990520007807115e-18,7.22028608299397e-20
5.001000078944666e-18,7.295643335695057e-20
5.003473010525723e-18,7.32153158798649e-20
5.004537629986564e-18,7.342580972943943e-20
5.004881106931378e-18,7.352262903572539e-20
5.005028035193374e-18,7.355659432034188e-20
5.005218480618054e-18,7.365395021162942e-20
5.005232227120673e-18,7.365652025992774e-20
5.0052415375044896e-18,7.365860098352509e-20
5.005244531232713e-18,7.365924409331259e-20
5.005246843435058e-18,7.365999591876384e-20
5.0052483152339035e-18,7.366089894359073e-20
5.00524883122165e-18,7.366117135506212e-20
5.005249059092053e-18,7.366123857679109e-20
5.005249200086785e-18,7.366130511913691e-20
5.0052492506810885e-18,7.366131899895694e-20
5.005249300685188e-18,7.366132137176956e-20
