amp,std
0.0,0.0
3.2211126283798036e-18,3.2507957378882575e-20
5.878169081880605e-18,7.705987888079814e-20
6.320806381864446e-18,8.901958559216238e-20
6.4057381854807374e-18,9.254725667277818e-20
6.427293832235424e-18,9.405230912401054e-20
6.4337829407532575e-18,9.479160102058568e-20
6.4363659613890115e-18,9.528232650978151e-20
6.437133590739421e-18,9.543718098030619e-20
6.437445251652817e-18,9.550882977486078e-20
6.437655005666743e-18,9.559220773425083e-20
6.437697929249944e-18,9.559974518767003e-20
6.437704787609201e-18,9.5607264865905e-20
6.4377280092556806e-18,9.561633754864577e-20
6.437733765802219e-18,9.561783748656603e-20
6.4377366089289675e-18,9.561844713826363e-20
6.4377381709045265e-18,9.561872409245127e-20
6.43773924285661e-18,9.561916894975629e-20
6.437740360463138e-18,9.561953433290889e-20
6.437740481705703e-18,9.561989115542335e-20
6.437740706537408e-18,9.561990099930336e-20
