n_confs,amp,std
0.0,0.0,0.0
8.0,17.93174266666662,0.00023908688711217322
81.0,350.7250277916666,0.006963448193940571
367.0,4043.4754148316633,0.16333530490834156
1125.0,24498.3952369481,1.5287507719111681
2853.0,115483.18717155048,11.279236312748798
6252.0,418907.2215198841,58.38544197947664
12494.0,1.3192055695137852e6,258.99120118104554
23058.0,3.5873814914555037e6,945.9238209521883
40222.0,8.915415320493156e6,3102.8695783183553
66675.0,2.0225610719912164e7,9037.822063444462
106341.0,4.3100169297424525e7,24467.452592721493
163647.0,8.613265967856884e7,60820.70912283736
244811.0,1.6434815350039846e8,143268.1673796014
356622.0,2.996431939846067e8,317363.1891148493
508348.0,5.272879265341119e8,672304.0665058543
709860.0,8.954842770154932e8,1.362223932157976e6
974340.0,1.4805636863671641e9,2.6658678173258672e6
1.315557e6,2.3783767581869073e9,5.031803433019826e6
1.751579e6,3.734724012158458e9,9.227547737908352e6
2.300985e6,5.732364438732354e9,1.6407128416083578e7
