amp,std
0.0,0.0
1.030156350640396e-6,1.4808734158339495e-8
3.258555146529021e-6,5.532023167881051e-8
6.028346928255131e-6,1.1630050635098712e-7
8.91354084940225e-6,1.9070910597292362e-7
1.1963772359917646e-5,2.7530844592777373e-7
1.4712346810585611e-5,3.5667725466824275e-7
1.7527755895915627e-5,4.5953641425082516e-7
1.9999407747111465e-5,5.626280369222965e-7
2.260164060768867e-5,6.750288065615305e-7
2.4982572081316278e-5,7.799088989457518e-7
2.7271574431797278e-5,8.953737581090824e-7
2.9089726162865965e-5,9.78810302422279e-7
3.113386485614992e-5,1.0847295287220663e-6
3.286082696738941e-5,1.1870751417883109e-6
3.45343547692071e-5,1.3021813920339102e-6
3.615877029357579e-5,1.4042752211011343e-6
3.783392050460659e-5,1.5386228071567115e-6
3.91782410632281e-5,1.65564583665306e-6
4.06824142055463e-5,1.7673957945596097e-6
4.193858543874402e-5,1.8694307945397065e-6
