amp,std
0.0,0.0
-3.2016781433795325e-16,7.64851703044291e-19
-1.548015805259245e-15,6.217523555587974e-18
-3.4302957519008847e-15,1.6716567937655992e-17
-5.519435043860815e-15,3.080317236725703e-17
-7.611827350058596e-15,4.8225043292159024e-17
-9.532175145278702e-15,6.783575248690418e-17
-1.124923572122198e-14,8.887377773636159e-17
-1.2759119725495307e-14,1.112310909776931e-16
-1.4076090741616069e-14,1.3654849397492766e-16
-1.5208081321184873e-14,1.6032688514083029e-16
-1.6157949222521014e-14,1.8312307183398021e-16
-1.701190776619167e-14,2.097969180611239e-16
-1.7724922723160385e-14,2.350709910871929e-16
-1.839169664456455e-14,2.600486252047837e-16
-1.895678520949232e-14,3.026921743711564e-16
-1.9407158011578932e-14,3.2626452734505433e-16
-1.9801649113401864e-14,3.49270272720856e-16
-2.0190624719082266e-14,3.7186359331231506e-16
-2.0522468648925912e-14,3.9407222558964937e-16
-2.0832055267454998e-14,3.9805225424929133e-16
