amp
0.0
2.9940749880542037e-7
5.175671317614799e-7
6.126440570279893e-7
6.585834410666492e-7
6.82604040446028e-7
6.961248147208645e-7
7.042946817140866e-7
7.094651502577133e-7
7.128190321251742e-7
7.151752044467915e-7
7.167438036165117e-7
7.178906699749301e-7
7.187340631812131e-7
7.193694562581459e-7
7.198429944526858e-7
7.202015109085944e-7
7.204850602250169e-7
7.2070368515692e-7
7.208844917678586e-7
7.210217855348666e-7
