amp,std
0.0,0.0
8.953698752500573e-19,9.543515294497892e-21
1.4326673703135808e-18,1.9586981378948537e-20
1.4881616779357268e-18,2.1296211114030672e-20
1.4960310219893907e-18,2.171138075056152e-20
1.4972734669333112e-18,2.18201527511338e-20
1.4974879187197658e-18,2.184342471017919e-20
1.4975628026080752e-18,2.1859815066591495e-20
1.4975826705321592e-18,2.18629175562755e-20
1.497584219103952e-18,2.1865870563860057e-20
1.4975857332040719e-18,2.1866240870167195e-20
1.4975864374398128e-18,2.1866452191447622e-20
1.4975867448993307e-18,2.1866534342465965e-20
1.4975868655607447e-18,2.1866560471523432e-20
1.4975869211389447e-18,2.1866578077077382e-20
1.4975869457172096e-18,2.1866584496857082e-20
1.4975869550735732e-18,2.1866587724098586e-20
1.497586964600955e-18,2.1866591861659472e-20
1.4975869709219305e-18,2.1866595650054366e-20
1.497586970226819e-18,2.1866597103326005e-20
1.497586971262482e-18,2.186659715212809e-20
