amp
0.0
9.41485603590187e-7
2.786211290241072e-6
4.849220514765843e-6
6.8351040993483785e-6
8.687294423740356e-6
1.0367971018416809e-5
1.188772016165119e-5
1.325263953609694e-5
1.448107929209729e-5
1.5585868965833802e-5
1.658288790196146e-5
1.748388398271336e-5
1.8301063880996907e-5
1.904378994412858e-5
1.9721170286872253e-5
2.034038123958758e-5
2.0908199013106383e-5
2.1430078272945393e-5
2.1911095681424122e-5
2.2355410713075642e-5
