n_confs,amp,std
0.0,0.0,0.0
8.0,18.023944444444407,0.0012038629472679513
81.0,351.6890594444444,0.03488010481384764
367.0,4027.3864244666656,0.8094276714694336
1125.0,24566.476304396943,7.7014253947431826
2853.0,115895.76354041326,56.42812494620088
6252.0,418898.67061495176,291.0348049636599
12494.0,1.3152595626199353e6,1284.8532890861823
23058.0,3.584227745652862e6,4698.1411329963
40222.0,8.923163346978907e6,15548.728711421467
66675.0,2.0210354894274533e7,45143.96069757665
106341.0,4.30565818550373e7,122349.84378311143
163647.0,8.617728219931984e7,304023.7638539127
244811.0,1.6456749836117142e8,717924.2789297416
356622.0,2.9931942653933936e8,1.5837763252265747e6
508348.0,5.259119039905493e8,3.3585259428030495e6
709860.0,8.947449970805724e8,6.808370347977243e6
974340.0,1.4758940336597404e9,1.3282679172098972e7
1.315557e6,2.375156031230475e9,2.505513950609863e7
1.751579e6,3.734090936152007e9,4.603964986157887e7
2.300985e6,5.724203921891586e9,8.168208776145275e7
