Dl = 0
0.0
2.1427241670676022e-14
1.0024116498190523e-13
2.4206964872577416e-13
4.261449891106023e-13
6.382282748752269e-13
8.618915400150438e-13
1.0928055371395049e-12
1.3195099046061805e-12
1.5392840055396816e-12
1.7503238099652312e-12
1.952890741886705e-12
2.143805768299863e-12
2.3253465061583524e-12
2.4991752603031666e-12
2.658536674177879e-12
2.809582530297597e-12
2.951412408902745e-12
3.0865348068105953e-12
3.213441535882395e-12
3.331656945602931e-12
