amplitudes
0.0
17.0604444444444
364.93281944444436
3938.063332777774
21943.93969853741
102129.91469282308
362692.789391454
1.159643989700064e6
3.1769898607916674e6
8.166900974877226e6
1.8319527513399146e7
3.936579759242262e7
7.798006532916912e7
1.503297126090218e8
2.727845109535946e8
4.7899686888031673e8
8.154998505429295e8
1.3537080504662895e9
2.190819325462136e9
3.403532516166706e9
5.178409478894101e9
