W1
0.0
9.42871581112995e-7
3.303260840092655e-6
6.286035261237693e-6
9.56167488614388e-6
1.3021486709293276e-5
1.6591863211834597e-5
2.0238064991017198e-5
2.3920939114645e-5
2.7624097448183344e-5
3.1318328930957376e-5
8.33787955377328e-5
8.716117614773801e-5
9.084130759226677e-5
9.455316603539438e-5
0.00012744358908298135
0.00013133917236589267
0.00013842344081524993
0.0001439592352652886
0.00015097721116196747
0.00015900369892678974
