amp,std
0.0,0.0
7.770971091338381e-7,1.1858075305353734e-9
2.174939538461478e-6,3.977848487309513e-9
3.5877385141848015e-6,7.313862521960485e-9
4.839432730073922e-6,1.0712363296054198e-8
5.928237677928064e-6,1.4117885916652189e-8
6.8608094553827595e-6,1.742479396363566e-8
7.663707106105881e-6,2.061305541679154e-8
8.348710778467262e-6,2.3618820390449634e-8
8.94013500031722e-6,2.64762695713535e-8
9.455280239043542e-6,2.9181315869444717e-8
9.90931477401916e-6,3.177797411834364e-8
1.0306650809212637e-5,3.4227713301485607e-8
1.0657364193447303e-5,3.653724512741037e-8
1.0969822940344661e-5,3.874466632730322e-8
1.1249611835854843e-5,4.084001552231486e-8
1.1496577121998286e-5,4.2788841788260943e-8
1.1721931808192245e-5,4.4738135725714384e-8
1.1926854324161154e-5,4.661036903037435e-8
1.2111572722446501e-5,4.8368797063876177e-8
1.2280824218658037e-5,5.0054629658435025e-8
