amp,std
0.0,0.0
19.023555555555497,1.0139459530611337
369.0585555555555,17.306731061517645
4148.383311111108,170.730253088829
24297.802118820855,885.4891976302254
114038.89576126978,3772.2169705063507
414617.3713140674,12639.72131087779
1.296615754565911e6,37812.27806467013
3.639444034291311e6,98834.5272847375
8.946499370057918e6,230756.8152560695
2.030274171589364e7,513195.95368937554
4.275612270362221e7,1.0729705383401993e6
8.469750562017576e7,2.1105616533141094e6
1.6313781555742592e8,3.95649520719801e6
2.96668849425986e8,7.025720330079824e6
5.275408521601336e8,1.2257655717874933e7
9.045905105051334e8,2.0466769495562375e7
1.4786543069618716e9,3.3362242938572027e7
2.406719317865053e9,5.35019242700035e7
3.741409522580783e9,8.407305483327985e7
5.779666061292821e9,1.2929377267308107e8
