amp,std
0.0,0.0
17.890444444444444,0.9799315505027976
343.9266944444444,16.17140607642387
3916.1045099999997,162.61083764182996
24207.656095374154,882.040605540056
110179.08423578233,3698.1984115444848
403378.70410533587,12275.270639411996
1.2536236085602841e6,36813.1081167909
3.5791276757988213e6,97320.28757936956
8.781459698703341e6,231773.69185206952
2.0509911206552204e7,507717.5147690305
4.25428926917428e7,1.054664320854065e6
8.558365645766574e7,2.058020968483807e6
1.679970170825366e8,3.911816032770438e6
3.046826847145882e8,7.07619645972169e6
5.240183162765264e8,1.2318353707776494e7
8.95521211635317e8,2.075413296555312e7
1.4698955388540864e9,3.403712637477505e7
2.3436385097029557e9,5.410685452694251e7
3.7007698842735696e9,8.393358801102899e7
5.685786410679876e9,1.280627084060376e8
